title,authors,publication_year,doi,source,abstract
CHARIOT,"Subhav Pradhan, Abhishek Dubey, Shweta Khare, Saideep Nannapaneni, Aniruddha Gokhale, Sankaran Mahadevan, Douglas C. Schmidt, Martin Lehofer",2018,10.1145/3134844,https://dl.acm.org/,"An emerging trend in Internet of Things (IoT) applications is to move the computation (cyber) closer to the source of the data (physical). This paradigm is often referred to as
            edge computing
            . If edge resources are pooled together, they can be used as decentralized shared resources for IoT applications, providing increased capacity to scale up computations and minimize end-to-end latency. Managing applications on these edge resources is hard, however, due to their remote, distributed, and (possibly) dynamic nature, which necessitates autonomous management mechanisms that facilitate application deployment, failure avoidance, failure management, and incremental updates. To address these needs, we present CHARIOT, which is orchestration middleware capable of autonomously managing IoT systems consisting of edge resources and applications.
          
          CHARIOT implements a three-layer architecture. The topmost layer comprises a system description language, the middle layer comprises a persistent data storage layer and the corresponding schema to store system information, and the bottom layer comprises a management engine that uses information stored persistently to formulate constraints that encode system properties and requirements, thereby enabling the use of satisfiability modulo theory solvers to compute optimal system (re)configurations dynamically at runtime. This article describes the structure and functionality of CHARIOT and evaluates its efficacy as the basis for a smart parking system case study that uses sensors to manage parking spaces."
Cost-Effective Rover for Farms,"Pawan Kumar, Yejur Dube, Hokeun Kim",2025,10.1145/3716550.3725150,https://dl.acm.org/,
Lessons learned and challenges on benchmarking publish-subscribe IoT platforms,"Ana Aguiar, Ricardo Morla",2019,10.1145/3312480.3313174,https://dl.acm.org/,
CirclePIN,"Meriem Guerar, Luca Verderame, Alessio Merlo, Francesco Palmieri, Mauro Migliardi, Luca Vallerini",2020,10.1145/3365995,https://dl.acm.org/,"In the last months, the market for personal wearable devices has been booming significantly, and, in particular, smartwatches are starting to assume a fundamental role in the Bring Your Own Device (BYOD) arena as well as in the more general Internet of Things (IoT) ecosystem, by acting both as sensitive data sources and as user identity proxies. These new roles, complementing the more traditional personal assistance and telemetry/tracking ones, open new perspectives in their integration in complex IoT-based critical infrastructures such as e-payment, health care monitoring, and emergency systems, as well as in their usage as remote control facilities in smart services. Users can access their IoT devices at any time from any place through smartwatches. We argue that this new scenario calls for a strengthened and more resilient authentication of users on these devices, despite their limitations in terms of dimensions and hardware constraints that may considerably affect the usability of security mechanisms. In this article, we present an innovative authentication scheme targeted at smartwatches, namely CirclePIN, that provides both resilience to most common attacks and a high level of usability in tests with real users."
A digital twin-enhanced cybersecurity framework for IoT in healthcare: Applications in industry 4.0,"Abubakar Wakili, Sara Bakkali, Isa Ali Ibrahim",2025,10.1016/j.teler.2025.100254,https://www.semanticscholar.org/,
Augmenting cybersecurity in smart urban energy systems through IoT and blockchain technology within the Digital Twin framework,"Xianghui Meng, Lingling Zhu",2024,10.1016/j.scs.2024.105336,https://www.semanticscholar.org/,
"Securing Smart Cities: A Cybersecurity Perspective on Integrating IoT, AI, and Machine Learning for Digital Twin Creation",Dr. M. Nalini,2024,10.52783/jes.3052,https://www.semanticscholar.org/,"The burgeoning evolution of smart cities, characterized by the integration of the Internet of Things (IoT), Artificial Intelligence (AI), and Machine Learning (ML), heralds a transformative era in urban management and citizen engagement. These technological advancements promise enhanced efficiency in city operations, improved public services, and a sustainable urban environment. However, the complexity and interconnectedness inherent in these systems introduce significant cybersecurity challenges, necessitating innovative approaches to safeguard the digital infrastructure of smart cities. This paper aims to explore the cybersecurity landscape of smart cities from the perspective of integrating IoT, AI, and ML for the creation of digital twins, offering a comprehensive analysis of the opportunities and threats within this domain. Smart cities leverage IoT to connect various components of the urban infrastructure, including transportation systems, utilities, and public services, creating an integrated network of devices that communicate and share data. The incorporation of AI and ML into this framework facilitates intelligent decision-making, enabling the automation of services and the optimization of resources. This synergy enhances the quality of life for residents, promotes economic development, and supports sustainable environmental practices. However, the dependence on digital technologies also exposes smart cities to a range of cybersecurity risks, from data breaches and privacy violations to the disruption of critical infrastructure. The integration of IoT, AI, and ML in smart cities, while offering unprecedented opportunities for urban innovation, also amplifies the complexity of the cybersecurity landscape. IoT devices, often designed with minimal security features, become potential entry points for cyber attacks. The vast amount of data generated and processed by these devices, if compromised, could lead to significant privacy and security breaches. AI and ML models, for their part, are susceptible to manipulation and bias, which can undermine the integrity of decision-making processes. The interconnectivity of systems means that a breach in one sector could have cascading effects throughout the city's infrastructure. Against this backdrop, the paper investigates the role of digital twins in mitigating cybersecurity risks in smart cities. Digital twins, digital replicas of physical entities or systems, offer a powerful tool for simulating and analyzing smart city operations, including cybersecurity scenarios. By mirroring the city's infrastructure in a virtual environment, digital twins allow for the identification of vulnerabilities, the simulation of cyber attacks, and the evaluation of potential impacts. This proactive approach to cybersecurity enables city administrators to anticipate threats and implement protective measures before real-world systems are compromised. 
The research questions guiding this inquiry include: How can the integration of IoT, AI, and ML enhance the resilience of smart cities against cyber threats? What are the specific cybersecurity challenges presented by these technologies, and how can they be addressed? And, most crucially, what role can digital twins play in fortifying the cybersecurity defenses of smart cities? To address these questions, the paper begins with a review of the current state of smart city technology, focusing on the integration of IoT, AI, and ML. It then delves into the cybersecurity challenges unique to this technological landscape, drawing on recent examples of cyber incidents in smart cities. The analysis highlights the vulnerabilities introduced by the widespread use of IoT devices and the complexities of securing AI and ML systems. Following this, the discussion turns to the potential of digital twins as a cybersecurity tool, examining how they can be employed to detect vulnerabilities, simulate attacks, and plan responses. The paper argues that while the integration of IoT, AI, and ML in smart cities presents significant cybersecurity challenges, it also offers opportunities for innovative solutions. Digital twins emerge as a promising approach to enhancing the cybersecurity posture of smart cities, enabling a dynamic and proactive defense mechanism. By facilitating the simulation of cyber threats in a controlled environment, digital twins allow city administrators to identify weaknesses, test the efficacy of protective measures, and develop more resilient urban infrastructures. 
In conclusion, the integration of IoT, AI, and ML in smart cities represents a double-edged sword, offering both remarkable opportunities for urban innovation and formidable cybersecurity challenges. This paper underscores the critical importance of adopting a cybersecurity perspective in the development and management of smart cities, highlighting the potential of digital twins as a strategic tool in mitigating these risks. As smart cities continue to evolve, embracing these technologies in a secure and responsible manner will be paramount in realizing their full potential while safeguarding the digital and physical well-being of urban populations."
A Digital Twin–Driven Framework for Enhancing Cybersecurity in Embedded and IoT Systems,"Pooja Dongare, Nimisha Rai",2026,10.26438/ijcse.v14i4.7348,https://www.semanticscholar.org/,"Digital twin technology holds significant promise; however, its full potential remains underexplored due to heterogeneous implementations and limited standardisation. By enabling virtual analysis, design optimisation, and lifecycle evolution of physical systems, digital twins enhance the speed, precision, and efficiency of conventional engineering practices within cyber-physical environments. Their adoption across Industry 4.0 and smart manufacturing ecosystems has improved operational intelligence, yet the rapid shift toward digitalisation has introduced critical cybersecurity challenges. The absence of unified security frameworks exposes digital twin infrastructures to cyber threats, where unauthorised access to a virtual replica may compromise the corresponding physical system. The convergence of digital twins with artificial intelligence offers new opportunities to strengthen cybersecurity through intelligent threat detection, predictive risk assessment, and adaptive defence mechanisms. This study examines the role of artificial intelligence in enhancing cybersecurity for digital twin-enabled industrial systems, while also analysing associated security risks. Furthermore, it provides a structured research roadmap for advancing secure and resilient digital twin architectures. Digital twins (DTs) provide dynamic virtual replicas of embedded systems, enabling enhanced cybersecurity through real-time monitoring, threat simulation, and anomaly detection. This study proposes a DT-driven cybersecurity framework for embedded and IoT platforms that integrates heterogeneous telemetry with system-level simulation while remaining lightweight for resource-constrained devices. Validation on Raspberry Pi, ESP32, and RISC-V platforms using real-world datasets demonstrates improved early attack detection, reduced false positives, and minimal computational overhead. The results confirm the effectiveness of DTs as an adaptive and efficient cybersecurity layer for modern embedded and IoT systems."
Bridging cybersecurity with digital twin technology: a thematic analysis,"K. Achuthan, B. Gupta, R. Raman",2025,10.1007/s10207-025-01115-y,https://www.semanticscholar.org/,
Quantum-enhanced digital twin IoT for efficient healthcare task offloading,"Ahmed K. Jameil, Hamed S. Al-Raweshidy",2025,10.1007/s42452-025-07101-2,https://www.semanticscholar.org/,
